"Source Name",URL,Title,"Date Created","Program Name",Domain,"Data Source"
Bing.url,"http://go.microsoft.com/fwlink/p/?LinkId=255142",Bing.url,"2018-03-27 14:50:00 IST","Internet Explorer Analyzer",microsoft.com,LoneWolf.E01
