"Source Name","Program Name",Username,Date/Time,Comment,"Data Source","Bytes Sent","Bytes Received"
SYSTEM,"Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy","S-1-5-21-2734969515-1644526556-1039763013-1000","2018-03-27 14:49:58 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy","S-1-5-21-2734969515-1644526556-1039763013-1000","2018-03-27 14:46:34 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy",jcloudy,"2018-03-28 06:14:24 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.Windows.Cortana_cw5n1h2txyewy",jcloudy,"2018-04-06 12:27:53 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files\DellTPad\Apoint.exe",jcloudy,"2018-03-28 04:59:47 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Windows\System32\notepad.exe",jcloudy,"2018-03-27 14:56:36 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"windows.immersivecontrolpanel_cw5n1h2txyewy",jcloudy,"2018-03-28 07:00:19 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.MicrosoftEdge_8wekyb3d8bbwe",jcloudy,"2018-03-31 09:42:39 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files (x86)\Google\Chrome\Application\chrome.exe",jcloudy,"2018-04-06 13:16:06 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe",jcloudy,"2018-04-04 10:03:49 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files\Common Files\microsoft shared\ClickToRun\OfficeC2RClient.exe",jcloudy,"2018-04-04 22:03:40 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.Office.OneNote_8wekyb3d8bbwe",jcloudy,"2018-04-06 12:54:29 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy",jcloudy,"2018-03-27 15:24:13 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Windows\System32\cmd.exe",jcloudy,"2018-04-05 07:35:02 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Windows\System32\OpenWith.exe",jcloudy,"2018-04-02 06:40:22 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.WindowsStore_8wekyb3d8bbwe",jcloudy,"2018-04-06 12:51:51 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"microsoft.microsoftskydrive_8wekyb3d8bbwe",jcloudy,"2018-03-27 15:25:16 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.LockApp_cw5n1h2txyewy",jcloudy,"2018-03-30 08:33:20 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files\Google\Drive\googledrivesync.exe",jcloudy,"2018-04-05 14:02:48 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files\S3 Browser\s3browser-win32.exe",jcloudy,"2018-04-05 11:38:37 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files (x86)\Dropbox\Client\Dropbox.exe",jcloudy,"2018-04-02 07:14:18 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files\Box\Box Sync\BoxSync.exe",jcloudy,"2018-04-05 07:35:05 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files (x86)\Microsoft Office\root\Office16\WINWORD.EXE",jcloudy,"2018-04-05 14:02:48 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.WindowsCalculator_8wekyb3d8bbwe",jcloudy,"2018-04-01 01:39:50 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.Windows.Photos_8wekyb3d8bbwe",jcloudy,"2018-04-05 08:15:27 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Users\jcloudy\AppData\Local\Microsoft\OneDrive\OneDrive.exe",jcloudy,"2018-04-04 11:29:40 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"\Program Files (x86)\Microsoft Office\root\Office16\POWERPNT.EXE",jcloudy,"2018-04-04 10:41:29 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SYSTEM,"Microsoft.BingWeather_8wekyb3d8bbwe",jcloudy,"2018-04-04 11:10:26 IST","Recently Executed according to Background Activity Moderator (BAM)",LoneWolf.E01,,
SRUDB.dat,,,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,11493512,472482136
SRUDB.dat,System,"'Local System'","2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3592,296
SRUDB.dat,System,systemprofile,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3592,296
SRUDB.dat,"\IPv6 Control Message","'Local System'","2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,14348,7112
SRUDB.dat,"\IPv6 Control Message",systemprofile,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,14348,7112
SRUDB.dat,"\windows\system32\speech_onecore\common\speechruntime.exe",jcloudy,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1131,4811
SRUDB.dat,"\users\jcloudy\appdata\local\microsoft\onedrive\onedrive.exe",jcloudy,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,269627,286981
SRUDB.dat,"\windows\system32\wifitask.exe",jcloudy,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,4725,16152
SRUDB.dat,"\program files (x86)\google\chrome\application\chrome.exe",jcloudy,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,594165,6038426
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe","'Local System'","2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,6403,26088
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe",systemprofile,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,6403,26088
SRUDB.dat,"\windows\system32\taskhostw.exe",jcloudy,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,2430,6214
SRUDB.dat,"\windows\system32\settingsynchost.exe",jcloudy,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,25670,30607
SRUDB.dat,"\windows\system32\wermgr.exe","'Local System'","2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7522,4546
SRUDB.dat,"\windows\system32\wermgr.exe",systemprofile,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7522,4546
SRUDB.dat,"\program files (x86)\microsoft office\root\office16\msoia.exe",jcloudy,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,4893,23417
SRUDB.dat,"\program files\nvidia corporation\installer2\installercore\setup.exe","'Local System'","2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,24701,33718
SRUDB.dat,"\program files\nvidia corporation\installer2\installercore\setup.exe",systemprofile,"2018-03-27 16:29:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,24701,33718
SRUDB.dat,,,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,284,366
SRUDB.dat,,,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,88150947,-1423450833
SRUDB.dat,System,"'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1672,370
SRUDB.dat,System,systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1672,370
SRUDB.dat,"\IPv6 Control Message","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,36860,26416
SRUDB.dat,"\IPv6 Control Message",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,36860,26416
SRUDB.dat,"\windows\system32\slui.exe","'NT Authority'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,26201,70493
SRUDB.dat,"\windows\system32\slui.exe",NetworkService,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,26201,70493
SRUDB.dat,"\windows\system32\speech_onecore\common\speechruntime.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,5750,26206
SRUDB.dat,"\windows\system32\speech_onecore\common\speechruntime.exe",,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1131,4811
SRUDB.dat,"\temp\nvidia\nvdisplaycontainerinstallertemp\setup.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,6488,8410
SRUDB.dat,"\temp\nvidia\nvdisplaycontainerinstallertemp\setup.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,6488,8410
SRUDB.dat,"\windows\softwaredistribution\download\install\setup.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,13144,12693
SRUDB.dat,"\windows\softwaredistribution\download\install\setup.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,13144,12693
SRUDB.dat,"\users\jcloudy\appdata\local\microsoft\onedrive\onedrive.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,190898,324693
SRUDB.dat,"\temp\nvidia\controlpanelinstallertemp\setup.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7728,8488
SRUDB.dat,"\temp\nvidia\controlpanelinstallertemp\setup.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7728,8488
SRUDB.dat,"\windows\system32\sihclient.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,2208,22334
SRUDB.dat,"\windows\system32\sihclient.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,2208,22334
SRUDB.dat,"\windows\system32\w32tm.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,108,108
SRUDB.dat,"\windows\system32\w32tm.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,108,108
SRUDB.dat,"\windows\system32\waasmedic.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3824,12575
SRUDB.dat,"\windows\system32\waasmedic.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3824,12575
SRUDB.dat,"\windows\system32\wifitask.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,11536,38730
SRUDB.dat,"\windows\system32\smartscreen.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,226931,2239664
SRUDB.dat,"\windows\system32\dmclient.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1457,6764
SRUDB.dat,"\windows\system32\dmclient.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1457,6764
SRUDB.dat,"\program files (x86)\google\update\googleupdate.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,23863,300958
SRUDB.dat,"\windows\system32\browser_broker.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3366,21472
SRUDB.dat,"\program files (x86)\google\chrome\application\chrome.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,131147,1662708
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,14928,40950
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,14928,40950
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,9646,40575
SRUDB.dat,"\users\jcloudy\appdata\local\packages\microsoft.microsoftedge_8wekyb3d8bbwe\tempstate\downloads\setup.x86.en-us_o365proplusretail_02c0210c-b841-4cc2-b779-b3a35ae78121_tx_pr_b_64_.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,744246,30313088
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officec2rclient.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1774,11288
SRUDB.dat,"\windows\system32\apphostregistrationverifier.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,4238,21795
SRUDB.dat,"\windows\system32\mrt-kb890830.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3139,6590
SRUDB.dat,"\windows\system32\mrt-kb890830.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3139,6590
SRUDB.dat,"\program files (x86)\microsoft office\root\integration\integrator.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,8278,27268
SRUDB.dat,"\program files (x86)\microsoft office\root\integration\integrator.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,8278,27268
SRUDB.dat,"\program files (x86)\microsoft office\root\integration\onedrivesetup.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,6721,5354
SRUDB.dat,"\windows\syswow64\wermgr.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,21128,14235
SRUDB.dat,"\windows\explorer.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,17165,36056
SRUDB.dat,"\windows\system32\taskhostw.exe","'Local System'","2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7406,4430
SRUDB.dat,"\windows\system32\taskhostw.exe",systemprofile,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7406,4430
SRUDB.dat,"\windows\system32\taskhostw.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,4300,6809
SRUDB.dat,"\windows\system32\settingsynchost.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,784723,597713
SRUDB.dat,"\windows\system32\wermgr.exe",jcloudy,"2018-03-27 17:46:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,28974,22631
SRUDB.dat,,,"2018-03-27 19:31:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,23112,51427
SRUDB.dat,System,"'Local System'","2018-03-27 19:31:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,64,0
SRUDB.dat,System,systemprofile,"2018-03-27 19:31:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,64,0
SRUDB.dat,"\IPv6 Control Message","'Local System'","2018-03-27 19:31:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1380,1004
SRUDB.dat,"\IPv6 Control Message",systemprofile,"2018-03-27 19:31:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1380,1004
SRUDB.dat,"\users\jcloudy\appdata\local\microsoft\onedrive\onedrive.exe",jcloudy,"2018-03-27 19:31:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,591,874
SRUDB.dat,"\program files (x86)\google\chrome\application\chrome.exe",jcloudy,"2018-03-27 19:31:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,14727,27705
SRUDB.dat,,,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,434663,794107
SRUDB.dat,System,"'Local System'","2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,2792,0
SRUDB.dat,System,systemprofile,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,2792,0
SRUDB.dat,"\IPv6 Control Message","'Local System'","2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,12016,524
SRUDB.dat,"\IPv6 Control Message",systemprofile,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,12016,524
SRUDB.dat,"\users\jcloudy\appdata\local\microsoft\onedrive\onedrive.exe",jcloudy,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,11274,13116
SRUDB.dat,"\windows\system32\wifitask.exe",jcloudy,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,4338,12080
SRUDB.dat,"\windows\system32\dmclient.exe","'Local System'","2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1384,4804
SRUDB.dat,"\windows\system32\dmclient.exe",systemprofile,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1384,4804
SRUDB.dat,"\program files (x86)\google\update\googleupdate.exe",jcloudy,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3261,5121
SRUDB.dat,"\program files (x86)\google\chrome\application\chrome.exe",jcloudy,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,82791,109141
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe","'Local System'","2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1532,4090
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe",systemprofile,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1532,4090
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officec2rclient.exe","'Local System'","2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1676,7081
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officec2rclient.exe",systemprofile,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1676,7081
SRUDB.dat,"\windows\system32\settingsynchost.exe",jcloudy,"2018-03-28 03:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,8492,13502
SRUDB.dat,,,"2018-03-28 03:13:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,143139,231365
SRUDB.dat,System,"'Local System'","2018-03-28 03:13:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,0,296
SRUDB.dat,System,systemprofile,"2018-03-28 03:13:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,0,296
SRUDB.dat,"\IPv6 Control Message","'Local System'","2018-03-28 03:13:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7504,5384
SRUDB.dat,"\IPv6 Control Message",systemprofile,"2018-03-28 03:13:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7504,5384
SRUDB.dat,"\users\jcloudy\appdata\local\microsoft\onedrive\onedrive.exe",jcloudy,"2018-03-28 03:13:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,63404,81273
SRUDB.dat,"\program files (x86)\google\chrome\application\chrome.exe",jcloudy,"2018-03-28 03:13:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,45140,38358
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe","'Local System'","2018-03-28 03:13:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,2544,7087
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe",systemprofile,"2018-03-28 03:13:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,2544,7087
SRUDB.dat,,,"2018-03-28 05:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,58337,102636
SRUDB.dat,System,"'Local System'","2018-03-28 05:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1312,0
SRUDB.dat,System,systemprofile,"2018-03-28 05:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1312,0
SRUDB.dat,"\IPv6 Control Message","'Local System'","2018-03-28 05:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1984,312
SRUDB.dat,"\IPv6 Control Message",systemprofile,"2018-03-28 05:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1984,312
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe","'Local System'","2018-03-28 05:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,667,6022
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe",systemprofile,"2018-03-28 05:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,667,6022
SRUDB.dat,"\program files (x86)\microsoft office\root\office16\msoia.exe",jcloudy,"2018-03-28 05:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1504,7050
SRUDB.dat,,,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,28354053,371516693
SRUDB.dat,System,"'Local System'","2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1568,1406
SRUDB.dat,System,systemprofile,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1568,1406
SRUDB.dat,"\IPv6 Control Message","'Local System'","2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,42416,31356
SRUDB.dat,"\IPv6 Control Message",systemprofile,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,42416,31356
SRUDB.dat,"\windows\system32\speech_onecore\common\speechruntime.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,2756,9829
SRUDB.dat,"\users\jcloudy\appdata\local\microsoft\onedrive\onedrive.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,195145,210740
SRUDB.dat,"\windows\system32\wifitask.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,8952,28071
SRUDB.dat,"\windows\system32\smartscreen.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,43840,53762
SRUDB.dat,"\program files (x86)\google\update\googleupdate.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,8383,14861
SRUDB.dat,"\windows\system32\browser_broker.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3424,21338
SRUDB.dat,"\program files (x86)\google\chrome\application\chrome.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,18840721,164516630
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe","'Local System'","2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,12929,43700
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe",systemprofile,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,12929,43700
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officec2rclient.exe","'Local System'","2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3416,22502
SRUDB.dat,"\program files\common files\microsoft shared\clicktorun\officec2rclient.exe",systemprofile,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,3416,22502
SRUDB.dat,"\windows\system32\taskhostw.exe","'Local System'","2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,11836,13327
SRUDB.dat,"\windows\system32\taskhostw.exe",systemprofile,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,11836,13327
SRUDB.dat,"\windows\system32\settingsynchost.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,24780,23429
SRUDB.dat,"\program files\s3 browser\s3browser-win32.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7307,20925
SRUDB.dat,"\program files (x86)\dropbox\update\dropboxupdate.exe","'Local System'","2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,432105,34268
SRUDB.dat,"\program files (x86)\dropbox\update\dropboxupdate.exe",systemprofile,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,432105,34268
SRUDB.dat,"\program files (x86)\dropbox\update\dropboxupdate.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,9328,19930
SRUDB.dat,"\program files (x86)\dropbox\client\dropbox.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,466878,1976965
SRUDB.dat,"\windows\syswow64\werfault.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,13984,10494
SRUDB.dat,"\program files (x86)\dropbox\update\install\{dfcf6983-801b-4ad5-a92a-d2c0d8f17ddf}\dropboxclient_45.4.92.exe",jcloudy,"2018-03-28 06:00:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,723707,24186
SRUDB.dat,,,"2018-03-28 07:01:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,7889589,191266535
SRUDB.dat,System,"'Local System'","2018-03-28 07:01:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,256,1184
SRUDB.dat,System,systemprofile,"2018-03-28 07:01:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,256,1184
SRUDB.dat,"\IPv6 Control Message","'Local System'","2018-03-28 07:01:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,41540,29736
SRUDB.dat,"\IPv6 Control Message",systemprofile,"2018-03-28 07:01:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,41540,29736
SRUDB.dat,"\windows\system32\speech_onecore\common\speechruntime.exe",jcloudy,"2018-03-28 07:01:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,1131,4811
SRUDB.dat,"\users\jcloudy\appdata\local\microsoft\onedrive\onedrive.exe",jcloudy,"2018-03-28 07:01:00 IST","System Resource Usage - Network Usage",LoneWolf.E01,54082,28338
